"{DB81215D-FA1B-4D58-8E69-A2753DBA15F5}","Bestel.: 20300001",4743,0,"3000"
"{DB81215D-FA1B-4D58-8E69-A2753DBA15F5}","Bestel.: 20300001",0,4743,"7000"
"{DB81215D-FA1B-4D58-8E69-A2753DBA15F5}","Bestel.: 20300001",0,4743,"3000"
"{DB81215D-FA1B-4D58-8E69-A2753DBA15F5}","Bestel.: 20300001",4743,0,"7000"
"{DE83CBCB-5925-4873-BCF6-95C30FFA8D21}","Bestel.: 20300001",0,225,"3000"
"{DE83CBCB-5925-4873-BCF6-95C30FFA8D21}","Bestel.: 20300001",225,0,"7000"
"{DE83CBCB-5925-4873-BCF6-95C30FFA8D21}","Bestel.: 20300001",0,1575,"3000"
"{DE83CBCB-5925-4873-BCF6-95C30FFA8D21}","Bestel.: 20300001",1575,0,"7000"
"{DE83CBCB-5925-4873-BCF6-95C30FFA8D21}","Bestel.: 20300001",0,45,"3000"
"{DE83CBCB-5925-4873-BCF6-95C30FFA8D21}","Bestel.: 20300001",45,0,"7000"
"{DE83CBCB-5925-4873-BCF6-95C30FFA8D21}","Bestel.: 20300001",0,150,"3000"
"{DE83CBCB-5925-4873-BCF6-95C30FFA8D21}","Bestel.: 20300001",150,0,"7000"
"{DE83CBCB-5925-4873-BCF6-95C30FFA8D21}","Bestel.: 20300001",0,120,"3000"
"{DE83CBCB-5925-4873-BCF6-95C30FFA8D21}","Bestel.: 20300001",120,0,"7000"
"{DE83CBCB-5925-4873-BCF6-95C30FFA8D21}","Bestel.: 20300001",0,420,"3000"
"{DE83CBCB-5925-4873-BCF6-95C30FFA8D21}","Bestel.: 20300001",420,0,"7000"
"{DE83CBCB-5925-4873-BCF6-95C30FFA8D21}","Bestel.: 20300001",0,277.5,"3000"
"{DE83CBCB-5925-4873-BCF6-95C30FFA8D21}","Bestel.: 20300001",277.5,0,"7000"
"{DE83CBCB-5925-4873-BCF6-95C30FFA8D21}","Bestel.: 20300001",0,130.5,"3000"
"{DE83CBCB-5925-4873-BCF6-95C30FFA8D21}","Bestel.: 20300001",130.5,0,"7000"
"{DE83CBCB-5925-4873-BCF6-95C30FFA8D21}","Assembleren",0,227.93,"5000"
"{DE83CBCB-5925-4873-BCF6-95C30FFA8D21}","Assembleren",227.93,0,"7000"
"{07BE6CDC-C5D8-4850-AAAA-A09467DB03A4}","Bestel.: 20300001",316.2,0,"3000"
"{07BE6CDC-C5D8-4850-AAAA-A09467DB03A4}","Bestel.: 20300001",0,316.2,"7000"
"{07BE6CDC-C5D8-4850-AAAA-A09467DB03A4}","Bestel.: 20300001",316.2,0,"3000"
"{07BE6CDC-C5D8-4850-AAAA-A09467DB03A4}","Bestel.: 20300001",0,316.2,"7000"
"{07BE6CDC-C5D8-4850-AAAA-A09467DB03A4}","Bestel.: 20300001",316.2,0,"3000"
